cloud_account_id,cloud_device_id,is_indoor,is_public,latitude,longitude,mcpm10,mcpm10_aqi,mcpm1x0,mcpm2x5,mcpm2x5_aqi,mcpm4x0,model,ncpm0x5,ncpm10,ncpm1x0,ncpm2x5,ncpm4x0,rh,serial,temperature,timestamp,tpsize,time_delta
c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,6,6,6,6,25,6,8143,49,58,57,58,58,64,81432039072,13.7,2022-12-06 14:11:53+00:00,0.5,15.0
c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,6,6,6,6,25,6,8143,46,55,54,55,55,64,81432039072,13.8,2022-12-06 14:26:53+00:00,0.51,15.0
c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,6,6,6,6,25,6,8143,47,56,56,56,56,64,81432039072,13.9,2022-12-06 14:41:53+00:00,0.5,15.0
c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,6,6,6,6,25,6,8143,49,58,57,58,58,65,81432039072,13.7,2022-12-06 14:56:53+00:00,0.51,15.0
c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,6,6,6,6,25,6,8143,50,59,59,59,59,67,81432039072,13.7,2022-12-06 15:11:53+00:00,0.51,15.0
c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,6,6,6,6,25,6,8143,50,59,59,59,59,68,81432039072,13.6,2022-12-06 15:26:53+00:00,0.5,15.0
c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,6,6,6,6,25,6,8143,51,60,59,60,60,68,81432039072,13.7,2022-12-06 15:41:53+00:00,0.5,15.0
c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,6,6,6,6,25,6,8143,50,59,58,58,58,68,81432039072,13.8,2022-12-06 15:56:53+00:00,0.5,15.0
c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,7,6,6,7,29,7,8143,54,63,63,63,63,73,81432039072,13.4,2022-12-06 16:11:53+00:00,0.53,15.0
c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,7,6,7,7,29,7,8143,56,66,66,66,66,74,81432039072,13.7,2022-12-06 16:26:53+00:00,0.52,15.0
c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,8,7,7,8,33,8,8143,59,69,69,69,69,75,81432039072,14.2,2022-12-06 16:41:53+00:00,0.53,15.0
c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,8,7,7,8,33,8,8143,60,71,71,71,71,74,81432039072,14.7,2022-12-06 16:56:53+00:00,0.51,15.0
c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,8,7,8,8,33,8,8143,62,74,73,74,74,74,81432039072,15.1,2022-12-06 17:11:53+00:00,0.53,15.0
c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,9,8,8,9,38,9,8143,67,79,79,79,79,74,81432039072,15.3,2022-12-06 17:26:53+00:00,0.52,15.0
c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,9,8,9,9,38,9,8143,71,84,84,84,84,73,81432039072,15.6,2022-12-06 17:41:53+00:00,0.54,15.0
c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,9,8,8,9,38,9,8143,68,81,80,81,81,73,81432039072,15.6,2022-12-06 17:56:53+00:00,0.53,15.0
c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,8,7,8,8,33,8,8143,65,77,76,77,77,74,81432039072,15.6,2022-12-06 18:11:53+00:00,0.55,15.0
c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,8,7,8,8,33,8,8143,64,75,75,75,75,74,81432039072,15.6,2022-12-06 18:26:53+00:00,0.54,15.0
c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,9,8,9,9,38,9,8143,71,84,84,84,84,75,81432039072,15.5,2022-12-06 18:41:53+00:00,0.55,15.0
c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,9,8,8,9,38,9,8143,69,81,81,81,81,75,81432039072,15.2,2022-12-06 18:56:53+00:00,0.53,15.0
c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,9,8,9,9,38,9,8143,71,84,83,84,84,76,81432039072,15.1,2022-12-06 19:11:53+00:00,0.54,15.0
c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,10,9,9,10,42,10,8143,75,88,88,88,88,77,81432039072,14.9,2022-12-06 19:26:53+00:00,0.55,15.0
c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,10,9,9,10,42,10,8143,77,91,90,91,91,78,81432039072,14.9,2022-12-06 19:41:53+00:00,0.55,15.0
c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,11,10,10,11,46,11,8143,82,97,96,96,97,79,81432039072,14.9,2022-12-06 19:56:53+00:00,0.56,15.0
c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,12,11,11,12,50,12,8143,89,105,105,105,105,79,81432039072,14.9,2022-12-06 20:11:53+00:00,0.56,15.0
c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,11,10,11,11,46,11,8143,86,102,101,102,102,79,81432039072,15.1,2022-12-06 20:26:53+00:00,0.58,15.0
c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,11,10,11,11,46,11,8143,88,104,103,103,104,79,81432039072,15.3,2022-12-06 20:41:53+00:00,0.58,15.0
c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,11,10,11,11,46,11,8143,87,103,102,103,103,79,81432039072,15.3,2022-12-06 20:56:53+00:00,0.58,15.0
