serial,mcpm10,mcpm10_aqi,mcpm1x0,mcpm2x5,mcpm2x5_aqi,mcpm4x0,ncpm0x5,ncpm10,ncpm1x0,ncpm2x5,ncpm4x0,rh,temperature,tpsize,timestamp,cloud_account_id,cloud_device_id,is_indoor,is_public,latitude,longitude
81432039074,2.5,2.5,2.25,2.5,10.25,2.5,20.0,23.5,23.25,23.5,23.5,32.75,17.75,0.51,2022-12-02 21:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,4.75,4.5,4.5,4.75,20.0,4.75,37.25,43.75,43.5,43.75,43.75,43.75,13.2,0.5,2022-12-02 22:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,2.75,2.75,2.5,2.75,11.75,2.75,20.75,24.75,24.75,24.75,24.75,47.75,12.85,0.51,2022-12-02 23:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,4.25,4.25,3.75,4.25,18.0,4.25,31.5,37.25,37.25,37.25,37.25,53.75,11.87,0.52,2022-12-03 00:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,4.0,4.0,3.75,4.0,17.0,4.0,31.0,37.0,36.5,37.0,37.0,57.5,11.4,0.52,2022-12-03 01:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,4.0,4.0,3.75,4.0,17.0,4.0,31.5,37.25,37.25,37.25,37.25,61.5,10.65,0.52,2022-12-03 02:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,4.75,4.75,4.25,4.75,20.0,4.75,35.75,41.75,41.75,41.75,41.75,60.75,11.55,0.51,2022-12-03 03:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,5.25,5.25,4.75,5.25,22.0,5.25,40.25,47.25,47.25,47.25,47.25,58.0,12.45,0.51,2022-12-03 04:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,6.0,6.0,5.25,6.0,25.0,6.0,45.5,53.75,53.75,53.75,53.75,59.25,12.55,0.52,2022-12-03 05:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,6.0,6.0,5.5,6.0,25.0,6.0,46.5,54.75,54.75,54.75,54.75,64.75,12.1,0.52,2022-12-03 06:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,6.5,6.0,6.0,6.5,27.0,6.5,51.75,61.0,60.75,61.0,61.0,72.0,11.38,0.53,2022-12-03 07:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,7.0,6.0,6.75,7.0,29.0,7.0,57.5,68.25,67.25,68.25,68.25,78.5,10.7,0.53,2022-12-03 08:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,8.0,7.0,7.5,8.0,33.0,8.0,62.5,74.0,73.75,73.75,74.0,81.25,10.85,0.53,2022-12-03 09:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,8.0,7.0,8.0,8.0,33.0,8.0,65.0,77.0,76.5,77.0,77.0,81.0,11.75,0.52,2022-12-03 10:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,8.0,7.0,8.0,8.0,33.0,8.0,65.25,77.0,76.25,77.0,77.0,82.0,12.28,0.53,2022-12-03 11:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,8.0,7.0,8.0,8.0,33.0,8.0,65.0,77.0,76.25,76.75,77.0,81.25,12.7,0.52,2022-12-03 12:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,7.5,6.75,6.75,7.5,31.0,7.5,57.25,67.75,67.5,67.75,67.75,79.75,13.8,0.52,2022-12-03 13:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,4.5,4.5,4.25,4.5,19.0,4.5,34.5,40.5,40.5,40.5,40.5,73.25,16.42,0.52,2022-12-03 14:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,5.0,5.0,5.0,5.0,21.0,5.0,37.5,44.5,44.25,44.5,44.5,80.5,15.6,0.53,2022-12-03 15:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,3.5,3.5,3.25,3.5,15.0,3.5,26.0,31.5,31.25,31.5,31.5,83.0,16.4,0.53,2022-12-03 16:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,4.0,4.0,3.5,4.0,17.0,4.0,28.25,33.5,33.25,33.5,33.5,84.0,16.5,0.52,2022-12-03 17:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,4.0,4.0,4.0,4.0,17.0,4.0,29.25,34.75,34.75,34.75,34.75,79.75,18.1,0.53,2022-12-03 18:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,4.5,4.5,4.0,4.5,19.0,4.5,33.5,39.25,39.0,39.25,39.25,81.0,18.0,0.54,2022-12-03 19:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,4.25,4.25,3.25,4.25,18.0,4.25,28.5,33.75,33.5,33.75,33.75,80.75,18.4,0.53,2022-12-03 20:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,4.0,4.0,3.75,4.0,17.0,4.0,29.5,34.75,34.5,34.5,34.75,81.0,18.1,0.52,2022-12-03 21:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,4.0,4.0,4.0,4.0,17.0,4.0,31.0,36.5,36.5,36.5,36.5,83.5,17.38,0.5,2022-12-03 22:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,4.0,4.0,4.0,4.0,17.0,4.0,30.5,36.0,36.0,36.0,36.0,85.5,16.85,0.5,2022-12-03 23:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,4.0,4.0,4.0,4.0,17.0,4.0,30.75,36.25,36.0,36.0,36.25,84.0,16.92,0.5,2022-12-04 00:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,4.25,4.25,4.0,4.25,18.0,4.25,33.25,39.25,39.0,39.25,39.25,85.5,15.9,0.5,2022-12-04 01:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,4.75,4.75,4.5,4.75,20.0,4.75,36.75,43.5,43.25,43.5,43.5,86.0,15.2,0.5,2022-12-04 02:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,6.0,6.0,5.75,6.0,25.0,6.0,45.0,53.25,52.75,53.25,53.25,87.0,14.5,0.52,2022-12-04 03:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,5.5,5.5,5.0,5.5,23.0,5.5,42.25,49.75,49.75,49.75,49.75,85.0,14.38,0.52,2022-12-04 04:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,3.25,3.25,2.75,3.25,14.0,3.25,24.0,28.0,28.0,28.0,28.0,73.25,13.3,0.51,2022-12-04 05:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,2.0,2.0,2.0,2.0,8.0,2.0,16.5,19.5,19.5,19.5,19.5,63.0,12.68,0.51,2022-12-04 06:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,1.5,1.5,1.5,1.5,6.0,1.5,12.25,14.0,14.0,14.0,14.0,55.75,11.95,0.49,2022-12-04 07:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,1.0,1.0,1.0,1.0,4.0,1.0,9.0,10.25,10.25,10.25,10.25,53.25,10.82,0.51,2022-12-04 08:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,1.0,1.0,1.0,1.0,4.0,1.0,8.0,10.0,9.75,10.0,10.0,54.75,9.55,0.51,2022-12-04 09:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,1.0,1.0,1.0,1.0,4.0,1.0,7.5,9.0,9.0,9.0,9.0,58.5,7.7,0.5,2022-12-04 10:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,1.0,1.0,1.0,1.0,4.0,1.0,7.0,8.25,8.25,8.25,8.25,56.75,7.1,0.52,2022-12-04 11:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,1.0,1.0,1.0,1.0,4.0,1.0,7.25,8.25,8.25,8.25,8.25,56.25,6.65,0.52,2022-12-04 12:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,1.0,1.0,1.0,1.0,4.0,1.0,8.0,9.25,9.25,9.25,9.25,55.25,6.85,0.54,2022-12-04 13:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,1.0,1.0,1.0,1.0,4.0,1.0,7.5,9.25,9.25,9.25,9.25,48.0,8.6,0.54,2022-12-04 14:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,1.0,1.0,1.0,1.0,4.0,1.0,7.5,8.5,8.5,8.5,8.5,43.5,11.02,0.52,2022-12-04 15:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,1.0,1.0,1.0,1.0,4.0,1.0,8.25,10.0,10.0,10.0,10.0,41.5,13.3,0.52,2022-12-04 16:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,1.0,1.0,1.0,1.0,4.0,1.0,9.25,11.0,10.75,11.0,11.0,39.75,14.8,0.5,2022-12-04 17:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,1.0,1.0,1.0,1.0,4.0,1.0,11.0,13.0,13.0,13.0,13.0,41.75,14.25,0.5,2022-12-04 18:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,1.75,1.75,1.75,1.75,7.0,1.75,12.75,15.0,15.0,15.0,15.0,43.0,14.05,0.5,2022-12-04 19:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,2.0,2.0,1.5,2.0,8.0,2.0,12.25,14.75,14.5,14.75,14.75,43.25,13.42,0.5,2022-12-04 20:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,2.0,2.0,1.75,2.0,8.0,2.0,13.75,16.25,16.0,16.25,16.25,50.0,10.78,0.5,2022-12-04 21:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,2.5,2.5,2.25,2.5,10.5,2.5,20.75,24.25,24.25,24.25,24.25,54.5,9.62,0.55,2022-12-04 22:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,3.5,3.5,3.5,3.5,15.0,3.5,27.5,32.5,32.5,32.5,32.5,61.5,9.02,0.52,2022-12-04 23:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,2.75,2.75,2.5,2.75,11.75,2.75,22.25,26.5,26.5,26.5,26.5,67.25,8.4,0.53,2022-12-05 00:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,3.25,3.25,3.25,3.25,14.0,3.25,28.25,33.25,33.0,33.25,33.25,71.25,6.62,0.52,2022-12-05 01:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,6.75,6.0,6.5,6.75,28.0,6.75,58.25,68.75,68.5,68.5,68.75,78.75,5.45,0.55,2022-12-05 02:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,6.5,6.0,6.25,6.5,27.0,6.5,55.0,65.0,65.0,65.0,65.0,80.0,5.22,0.55,2022-12-05 03:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,6.75,6.0,6.0,6.75,28.0,6.75,55.5,65.75,65.5,65.75,65.75,81.25,4.2,0.54,2022-12-05 04:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,6.25,6.0,6.0,6.25,26.0,6.25,54.75,64.75,64.75,64.75,64.75,82.75,3.13,0.53,2022-12-05 05:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,6.75,6.0,6.0,6.75,28.0,6.75,57.25,67.5,67.25,67.5,67.5,81.75,2.7,0.53,2022-12-05 06:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,6.0,6.0,6.0,6.0,25.0,6.0,54.0,63.5,63.25,63.5,63.5,82.25,2.17,0.53,2022-12-05 07:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,6.0,6.0,5.5,6.0,25.0,6.0,51.0,60.5,60.25,60.5,60.5,82.25,1.83,0.52,2022-12-05 08:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,6.0,6.0,5.75,6.0,25.0,6.0,52.75,62.5,62.5,62.5,62.5,82.75,1.08,0.53,2022-12-05 09:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,6.0,6.0,5.75,6.0,25.0,6.0,52.5,62.0,62.0,62.0,62.0,83.75,1.02,0.54,2022-12-05 10:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,6.0,6.0,5.5,6.0,25.0,6.0,51.25,60.75,60.25,60.5,60.75,82.5,1.4,0.52,2022-12-05 11:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,6.0,6.0,6.0,6.0,25.0,6.0,55.0,64.5,64.0,64.5,64.5,83.25,1.95,0.54,2022-12-05 12:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,6.5,6.0,6.0,6.5,27.0,6.5,55.25,65.25,65.0,65.25,65.25,82.0,3.97,0.53,2022-12-05 13:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,6.25,6.0,6.0,6.25,26.0,6.25,54.25,63.75,63.5,63.75,63.75,75.5,6.68,0.52,2022-12-05 14:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,6.0,5.75,5.75,6.0,25.0,6.0,49.0,58.0,57.5,58.0,58.0,58.75,8.8,0.53,2022-12-05 15:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,4.25,4.25,4.0,4.25,18.0,4.25,34.0,40.25,40.25,40.25,40.25,45.5,11.15,0.52,2022-12-05 16:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,4.0,4.0,3.75,4.0,17.0,4.0,29.25,34.25,34.0,34.25,34.25,38.25,15.5,0.51,2022-12-05 17:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,3.0,3.0,3.0,3.0,13.0,3.0,22.5,26.75,26.5,26.75,26.75,26.25,22.08,0.5,2022-12-05 18:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,3.0,3.0,3.0,3.0,13.0,3.0,21.0,25.0,25.0,25.0,25.0,29.75,18.77,0.5,2022-12-05 19:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,3.0,3.0,3.0,3.0,13.0,3.0,22.5,26.75,26.75,26.75,26.75,36.5,15.7,0.5,2022-12-05 20:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,2.5,2.5,2.25,2.5,10.5,2.5,20.5,24.0,24.0,24.0,24.0,43.75,12.78,0.5,2022-12-05 21:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,4.0,4.0,3.75,4.0,17.0,4.0,31.5,37.5,37.0,37.5,37.5,48.5,11.5,0.51,2022-12-05 22:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,4.0,4.0,4.0,4.0,17.0,4.0,33.75,40.25,39.75,40.25,40.25,51.5,11.68,0.52,2022-12-05 23:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,5.0,5.0,4.5,5.0,21.0,5.0,37.25,44.0,44.0,44.0,44.0,54.5,11.82,0.53,2022-12-06 00:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,5.0,5.0,5.0,5.0,21.0,5.0,39.0,46.0,45.75,46.0,46.0,58.25,11.5,0.53,2022-12-06 01:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,5.0,5.0,5.0,5.0,21.0,5.0,41.25,49.0,48.25,49.0,49.0,61.25,11.18,0.54,2022-12-06 02:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,5.0,5.0,5.0,5.0,21.0,5.0,41.0,48.75,48.5,48.75,48.75,65.0,10.9,0.53,2022-12-06 03:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,5.0,5.0,5.0,5.0,21.0,5.0,40.25,47.75,47.75,47.75,47.75,64.25,11.2,0.52,2022-12-06 04:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,5.0,5.0,5.0,5.0,21.0,5.0,42.0,49.5,49.25,49.5,49.5,64.0,11.38,0.52,2022-12-06 05:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,5.5,5.5,5.0,5.5,23.0,5.5,43.25,51.25,50.75,51.25,51.25,67.25,11.15,0.52,2022-12-06 06:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,5.5,5.5,5.0,5.5,23.0,5.5,44.25,52.25,52.0,52.25,52.25,68.75,11.02,0.52,2022-12-06 07:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,6.0,6.0,5.0,6.0,25.0,6.0,44.25,52.25,52.25,52.25,52.25,69.5,10.75,0.52,2022-12-06 08:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,6.0,6.0,5.25,6.0,25.0,6.0,45.5,54.25,54.0,54.25,54.25,69.75,10.9,0.52,2022-12-06 09:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,5.0,5.0,5.0,5.0,21.0,5.0,42.5,49.75,49.75,49.75,49.75,70.0,11.12,0.51,2022-12-06 10:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,5.0,5.0,5.0,5.0,21.0,5.0,42.0,50.0,49.25,50.0,50.0,70.5,11.15,0.52,2022-12-06 11:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,5.25,5.25,5.0,5.25,22.0,5.25,42.75,50.25,50.0,50.25,50.25,69.0,11.68,0.53,2022-12-06 12:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,6.0,6.0,5.0,6.0,25.0,6.0,45.0,53.0,53.0,53.0,53.0,66.5,12.8,0.53,2022-12-06 13:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,6.0,6.0,5.75,6.0,25.0,6.0,46.0,54.25,54.0,54.25,54.25,64.0,13.68,0.54,2022-12-06 14:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,6.0,6.0,6.0,6.0,25.0,6.0,48.0,56.5,56.0,56.25,56.25,67.5,13.58,0.53,2022-12-06 15:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,6.75,6.0,6.5,6.75,28.0,6.75,52.75,62.5,62.0,62.5,62.5,73.0,13.85,0.54,2022-12-06 16:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,8.25,7.25,7.75,8.25,34.25,8.25,63.0,74.5,73.75,74.5,74.5,73.25,15.22,0.56,2022-12-06 17:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,8.25,7.25,8.0,8.25,34.25,8.25,63.25,74.75,74.25,74.75,74.75,74.0,15.52,0.56,2022-12-06 18:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,9.0,8.0,8.5,9.0,37.75,9.0,69.0,81.75,81.25,81.75,81.75,76.75,14.92,0.58,2022-12-06 19:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,10.5,9.5,10.0,10.5,44.0,10.5,80.75,95.5,95.0,95.5,95.5,79.0,15.0,0.6,2022-12-06 20:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,11.0,10.0,10.5,11.0,46.0,11.0,84.5,100.0,99.75,100.0,100.0,78.75,15.3,0.61,2022-12-06 21:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,12.5,11.5,11.5,12.0,49.25,12.5,93.0,110.25,109.75,110.25,110.25,80.5,15.02,0.63,2022-12-06 22:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,14.25,13.25,13.25,14.25,55.5,14.25,105.5,125.5,124.5,125.25,125.5,84.5,14.55,0.65,2022-12-06 23:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,15.25,14.25,14.0,15.0,57.0,15.25,111.75,132.75,131.75,132.75,132.75,85.0,14.77,0.64,2022-12-07 00:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,16.0,15.0,14.75,15.75,58.5,15.75,118.25,141.0,139.75,140.5,140.75,85.0,14.78,0.65,2022-12-07 01:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,16.25,15.25,15.25,16.25,59.5,16.25,123.0,146.0,144.75,145.5,145.75,85.0,15.0,0.64,2022-12-07 02:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,16.5,15.5,15.0,16.25,59.5,16.5,121.75,144.5,143.5,144.5,144.5,85.0,15.02,0.64,2022-12-07 03:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,15.75,14.75,14.5,15.5,58.0,15.75,115.75,138.0,137.0,138.0,138.0,85.75,15.05,0.65,2022-12-07 04:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,12.75,11.75,11.5,12.5,51.0,12.75,93.5,111.0,110.25,110.75,111.0,86.0,15.18,0.62,2022-12-07 05:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,10.5,9.5,9.75,10.5,44.0,10.5,78.75,93.0,92.5,93.0,93.0,86.0,14.85,0.6,2022-12-07 06:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,11.0,10.0,10.5,10.75,45.0,11.0,82.75,98.25,97.5,98.25,98.25,86.0,15.0,0.61,2022-12-07 07:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,12.25,11.25,11.5,12.25,50.75,12.25,92.0,109.25,108.5,109.25,109.25,85.0,15.1,0.62,2022-12-07 08:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
81432039074,13.75,12.75,12.75,13.75,54.5,13.75,102.25,121.25,120.25,121.25,121.25,85.0,14.95,0.64,2022-12-07 09:00:00,c4257c0qi9clu8nikfgg,c50fv8u7kn8vcc9cd6cg,False,True,36.0036,-78.93817
